StoryID,StoryText,StoryNext,StoryResult,StoryInterval,Sprite,AfterInterval,AcvUpdate,Probability,EndingTrigger
2#PM3_4,“콜라…좋아하시는구나. 맛있긴 한데 색이 좀 칙칙하지 않아요?”$$아 이게 아니었나 봅니다. 아무래도 정해진 답이 있는 모양이에요.,pm3_10,-,0,null,-,-,0,0
2#PM3_5,"“민트 좋아하시는구나! 그쵸! 맛있는데 색도 너무 예뻐! 민트 최고!”$$신나서 당신의 손에 사탕을 꼭 쥐어주는 그녀를 보니, 처음부터 정답이 있는 문제였군요.$아무튼 좋아하는 것 같으니 다행입니다.$사탕을 먹으니 긴장이 조금 풀어지는 것 같기도 하고요.",pm3_11,정+1,0,null,-,1#+1,0,0
2#PM3_6,"깜짝 사탕 퀴즈 이후 학생회장 설 원의 주도로 학생회 임원들의 소개 릴레이가 이어집니다.$유오수는 관료학부 1학년 대표였네요.$기사학부의 전 솔, 마법학부의 아이작 등 아는 얼굴도 있고 모르는 얼굴도 있지만 설 원의 능수능란한 진행 덕에 쉽게 말을 틀 수 있었습니다.$나름 성공적인 데뷔군요.",pm3_12,-,0,null,-,-,0,0
3#PM3_1,"봄날의 따뜻한 햇살과 교수님의 수업.$이것만큼 단잠을 부르는 조합이 있을까요?$강의실 뒷편에는 이미 고개를 숙이고 고민에 빠진 학생들이 많습니다.$$“열에너지로 전환된 마력을 동력원으로 사용하는 이동수단이 각광받는다는 것은 아마 들어봤을 것이다. 이는 화염 마법을 응용한 마도공학 연구를 통해서 얻어낸 결과이며, 마력에 유체역학적 사고를 접목한 베르누이 교수는 이를…”$$고민에 빠진 학우들과 함께 하고 싶지만, 장학금이 필요한 당신은 눈에 힘을 주며 버틸 수 밖에 없었죠.$그러던 중 당신의 귀에 툭하고 뭔가 떨어지는 소리가 들립니다.$$“저기.. 펜이 그쪽 책상 밑에 들어가서요, 좀 꺼내주실 수 있을까요…?”$$몸을 기울여서 빼야 할 것 같은데 지금 꺼내줘야 할까요?$마침 교수님은 칠판에 무언가를 적고 있습니다.",pm3_13&pm3_14,-,0,null,-,-,12,0
3#PM3_2,"허리를 숙인 당신은 깊숙이 들어간 펜을 꺼내는데 성공합니다.$펜을 돌려받은 학우는 주머니를 뒤지더니 당신에게 뭔가를 건넵니다.$손 위에 올려진 것은… 초코바군요!$좋은 일도 하고 맛있는 것도 얻고, 일석이조네요.",pm3_15,체+1,0,null,-,-,0,0
3#PM3_3,"책상 밑으로 손을 뻗은 당신은 더듬거리며 펜을 찾았지만, 손에 걸리는 건 아무것도 없었습니다.$조금만 더 깊숙이… 손을 뻗으면 책상이 울리는 소리와 함께… 함께?$커다란 소리와 함께 널부러진 당신을 강의실의 모든 사람들이 쳐다봅니다.$머리부터 발 끝까지 화끈거리는 것 같습니다.",pm3_15,정-1,0,null,-,2#+1,0,0
4#PM3_1,"늘 그랬듯, 당신은 강의실에 앉아 강의를 듣고 있습니다.$슬슬 이 수업도 익숙해지는 참이죠.$오늘 강의는 마법, 그리고 마도공학의 성장과 함께 변화된 것들이 주된 내용 같습니다.$$“아직도 마법의 상성을 모르는 멍청이는 없겠지만, 이번 강의에서는 주력 속성과 서브 속성의 응용을 알아야 하는 마도공학 파트가 있으니 특별히 이번만큼은 자료를 한 번 더 나눠주도록 하지.”",pm3_16,-,0,null,-,-,12,0
4#PM3_2,"교수님의 강의를 들으며 필기를 이어가는데, 옆 사람 다리 진동이 쾅쾅 소리가 날 정도로 거세지기 시작합니다.$옆사람에게 말을 걸려던 찰나, 교수님이 강의를 하다 말고 당신을 지목합니다.$$“그럼, 그쪽에 앉은 학생이 발표해보지.”$$이런… 다리 떠는 사람한테 신경이 쏠려 있어서 강의 내용을 한 귀로 흘렸는데… 어떡할까요?",pm3_17&pm3_18,-,0,null,-,-,0,0
4#PM3_3,"교수님은 당신의 대답을 가만히 듣고있더니, 고개를 끄덕이고는 강의 내용을 이어서 읊습니다.$옆사람의 얼굴을 똑똑히 기억했나요?$가급적이면 다음 강의시간부터는 피해 앉는 것이 좋겠군요…",pm3_19,정+1,0,null,-,4#+1,0,0
4#PM3_4,"교수님은 약간 찌푸린 얼굴과 동시에, 집중하라는 짧은 코멘트와 함께 다시 강의를 이어갑니다.$그럼에도 막연하게 드는 수치심은 어쩔 수가 없습니다.$게다가 문제의 그 사람은 지금까지도 다리를 떨고 있고요.$정말이지 운수 없는 날이네요!$어찌어찌 수업을 잘 듣고 강의실에서 나왔지만, 아까의 민망한 기억 때문에 오늘밤은 어쩐지 이불킥이라도 할 것 같다는 느낌이 듭니다.",pm3_19,정-1,0,null,-,3#+1,0,0
5#PM3_1,"오늘은 중요한 전공 시험이 있는 날입니다.$좀비같은 몰골을 감수하고 열심히 준비한 덕에 대부분의 문제를 풀어낼 수 있었지만, 한 문제가 당신을 망설이게 만듭니다.$$Q. 최근 화염 마법의 마도공학적 응용으로 각광받는 분야는?",pm3_20&pm3_21&pm3_22,-,0,null,-,-,12,0
5#PM3_2,답은 골랐지만 여전히 찝찝함이 남습니다.$시험이 끝나고 친구들과 답을 맞춰보던 당신은 금방 그 원인을 알 수 있었습니다.$이미 지나간 일이지만 썩 기분이 좋진 않네요.,pm3_23,정-1,0,null,-,-,0,0
5#PM3_3,아. 이거 예전에 교수님이 말씀하셨던 내용이군요.$기억해낸 당신은 홀가분하게 답을 적습니다.,pm3_23,마+1,0,null,-,5#+1,0,0
6#PM3_1,"따스한 햇살과 지저귀는 새들 잘잤… 어???$큰 일입니다. 분명 10분만 눈붙일 생각이었는데, 벌써 시험 5분 전이에요.$거기다 다음 시험 장소는 언덕 너머 건물, 5분만에 넘어갈 수 있는 거리가 아닙니다.$밤새 준비한 시험인데 이렇게 시험지에 손도 대지 못한 채 끝낼 순 없습니다.",pm3_24&pm3_25&pm3_26,-,0,null,-,-,12,0
6#PM3_2,숨을 헐떡이며 시계를 보니 1분 지각입니다.$그런데 설마… 교수님이 아직 안 도착하신 걸까요?!$역시 세상만사 밑져봐야 본전입니다.,pm3_27,정+1&체-1,0,null,-,-,0,0
6#PM3_3,"“콰앙!!!”$$굉음과 함께 당신은 1분 만에 강의실에 도착하는 기염을 토했습니다.$벽에 구멍이 나긴 했지만 뭐, 환기도 잘 되고 좋은거죠.$시험도 아는 문제들만 나와 만점이 예상되는군요.$끝나고 경비원에게 한소리 듣긴 했지만, 별로 신경쓰이지 않습니다.",pm3_27,-,0,null,-,-,0,0
6#PM3_4,그래도 뛰면 잘하면 도착할 수 있을 것 같았는데.. 밤새 준비한 과목이었는데…$자다가도 시험 생각에 눈물이 찔끔 납니다.,pm3_27,정-1,0,null,-,-,0,0
7#PM3_1,“으으 교수님도 진짜! 문제를 어렵게 낼 거면 수업 때 설명이라도 쉽게 해달라고요…”$$함께 강의실을 나오던 전 솔이 책에 얼굴을 파묻으며 툴툴거리자 옆에서 아이작이 차갑게 한마디 던집니다.$$“교수들은 그저 정보 전달만 해줄 뿐이다. 익히는건 너의 몫이지.”$$그 말을 들은 전솔은 눈동자가 보이지 않을 정도로 아이작을 노려봅니다.$어떻게든 말리지 않으면 두 사람 다 학교의 인기인이 되겠습니다.$여러 의미로 말이죠.,pm3_28&pm3_29,-,0,null,-,-,12,0
7#PM3_2,술이 들어간 전솔과 아이작은 오히려 학교 주변이 부서져라 다투기 시작했습니다.$아이고… 내일 아침부터 저 둘은 아카데미 슈퍼스타가 되겠네요.,pm3_30,정-1,0,null,-,-,0,0
7#PM3_3,교수님이 다가오시더니 모든 사람들의 상황이 똑같진 않다며 타이릅니다.$각국의 대표다운 아량있는 모습을 보여달라는 훈계에 두 사람은 서로에게 사과를 합니다. $휴..앞으로도 채동희 교수님께 도움을 자주 청해야겠습니다.,pm3_30,정+1,0,null,-,-,0,0
8#PM3_1,"오늘은 기다리고 기다리!... 지는 않았던 시험 날입니다.$어제 밤을 새가면서 벼락치기를 하느라 몸은 만신창이지만, 마음만은 아주 홀가분한 상태입니다.$크게 어려운 부분은 없는 것 같습니다만… 마지막 문제만은 호락호락하지 않습니다.$$Q. 마법의 종류에도 어느정도의 상성이란 것이 존재하는데, 이 중 대지를 다루는 마법과 상성이 좋지 않은 상성의 마법은?",pm3_31&pm3_32&pm3_33,-,0,null,-,-,12,0
8#PM3_2,"어찌어찌 맞는 것 같은 답을 골랐지만, 어쩐지 기분이 썩 좋지는 않습니다.$밑의 문제들을 풀어가면서도 계속 찝찝한 기분이 드는 것은… 기분탓이겠죠?",pm3_34,정-1,0,null,-,-,0,0
8#PM3_3,"중간의 애매한 문제를 결국 어떻게든 답을 써내고 남은 문제들을 이어 풀어갑니다.$뭐, 특별히 난감하거나 어려운 문제들은 다행히도 이번에는 없는 것 같습니다.",pm3_34,마+1,0,null,-,-,0,0
1#PM4_1,"오전 수업은 정말 할 게 못됩니다. 시작할때는 졸려 죽겠고, 끝날 때쯤에서는 배고파서 미칠 것만 같네요. $ 수업이 끝나기가 무섭게 학생식당으로 달려가자, 저 멀리 구석에 정장 차림의 누군가가 밥은 그대로 둔 채로 책만 보고 있습니다. 저런 착장으로 공부하고 있을 사람은 한나밖에 없죠. 마침 같이 먹을 사람도 없겠다, 조심스럽게 한나 앞자리에 가서 앉습니다.",pm4_1&pm4_2,-,0,null,-,-,33,0
1#PM4_2,가만 그리고 보니 한나가 밥먹을때도 공부를 하던가요? 공강시간에도 도서관에 있는건 알고 있었지만 이런 모습은 처음입니다. $당신이 밥그릇을 다 비워갈 때쯤 한나가 고개를 슬며시 듭니다. 이제야 당신의 존재를 눈치챘나 보군요.$“뭐야? 적어도 말은 하고 앉던가 하지.”$정말 평소의 한나답군요. 허나 살짝 울먹이는 목소리 같군요. ,pm4_3,-,0,null,-,-,0,0
1#PM4_3,"“가고싶은 학교가 있다면 편입을 해서라도 노력을 하는게 정상 아닌가? 뭐, 자기 학교에 좀 애착을 가져보라고? 아이작 그 자식, 아주 주변에 오냐오냐 떠받들여주는 놈들밖에 없으니까 참 생각도 안하고 말을 내뱉는단 말이지”",pm4_4&pm4_5,-,0,null,-,-,0,0
1#PM4_4,"“아잇 깜짝이야. 뭐야? 적어도 말을 하고 앉던가 하지”$정말 평소의 한나답군요. 그런데 밥을 먹을때도 공부하는 모습은 처음 보는 것 같습니다. 살짝 울먹이는 것 같은데, 무슨 일이 있는 걸까요?$$“가고싶은 학교가 있다면 편입을 해서라도 노력을 하는게 정상 아닌가? 뭐, 자기 학교에 좀 애착을 가져보라고? 아이작 그 자식, 아주 주변에 오냐오냐 떠받들여주는 놈들밖에 없으니까 참 생각도 안하고 말을 내뱉는단 말이지”",pm4_4&pm4_5,-,0,null,-,-,0,0
1#PM4_5,"당신이 말을 마치기가 무섭게 한나는 거칠게 의자를 박치고 가버립니다. 어어 이런 그릇을 치우지도 않고 가버렸군요. 죄다 당신 몫입니다. 좀 많이 화난 것 같은데, 이거 어떻게 해명해야 할까요…[정신력-1]",pm4_6,정-1&연+1,0,null,-,-,0,0
1#PM4_6,"“하아… 너라도 그렇게 말해줘서 고맙다. 정말 주변에 아이작 편드는 놈밖에 없어서 말이지. 아니 어떻게 그성격에 추종자가 많을 수 있지?”$아이작한텐 조금 미안하지만, 속상한 사람한테는 빈말이라도 해줘야죠.$$“너 다음시간 바로 수업이지? 자 이거라도 먹어”$$사실 점심 뒤엔 공강입니다. 자세히 보니 처음 보는 상표의 사탕이군요. 뇌자극 경단이라.. 정말 그녀다운 간식이군요. 잘 간직했다가 피곤할 때 먹어야겠습니다.[정신력+1]",pm4_6,정+1,0,null,-,-,0,0
2#PM4_1,학생의 본분은 공부..라지만 잊고 산 지 오래죠.$당신은 오랜만에 노트와 필기도구를 챙겨 도서관에 가기로 합니다.$시험기간도 아닌데 1층 열람실은 이미 꽉 차 있네요.$2층으로 올라가는데 보이는 저 익숙한 뒷태는..허은역 입니다.,pm4_7&pm4_8,-,0,null,-,-,33,0
2#PM4_2,"“우와악!”$$살짝 쳤을 뿐인데 소스라치게 놀라는 허은역 때문에 모두의 관심이 집중됩니다.$$“흠흠, 너였구나. 내가 원래 이렇게 놀라는 편은 아닌..”$$어라? 갑자기 눈 앞이 깜깜합니다. 아무래도 정전인가봐요.$그때, 허은역의 떨리는 목소리가 들려옵니다.$$“...{name}..이거 너지..? 계, 계단이라 위험할 수도 있으니까 좀 잡을게. 너도 무, 무서우면 나 잡고 있어…”$$풉, 답지 않게 겁이 많은 모양입니다.$그런데 이상하네요. 누군가 잡고 있다는 느낌은 전혀 안 드는걸요.",pm4_9,-,0,null,-,-,0,0
2#PM4_3,"“흐랴악!”$$이상한 소리를 내며 몸을 배배 꼬는 허은역 때문에 모두의 관심이 집중됩니다.$$“크흠, 너였구나. 내가 원래 이렇게 놀라는 편은 아닌..”$$어라? 갑자기 눈 앞이 깜깜합니다. 아무래도 정전인가봐요.$그때, 허은역의 떨리는 목소리가 들려옵니다.$$“...{name}..이거 너지..? 계, 계단이라 위험할 수도 있으니까 좀 잡을게. 너도 무, 무서우면 나 잡고 있어…”$$풉, 답지 않게 겁이 많은 모양입니다.$그런데 이상하네요. 누군가 잡고 있다는 느낌은 전혀 안 드는걸요.",pm4_9,-,0,null,-,-,0,0
2#PM4_4,"몇 초 지나지 않아 불이 켜졌습니다. $어라, 아까보다 더 많은 사람들이 쳐다보는 것 같은데요?$허은역이 웅크린 채로 꽉 붙잡고 있는 저건.. 전 솔의 바짓가락입니다.$$“으갸아악!!!”$$허은역이 아까보다 더 이상한 소리를 내며 뒤로 넘어가자 전 솔이 재빠르게 팔로 받쳐냅니다. 마치 순정만화 클리셰처럼요.$$“괜찮으신가요? 아가ㅆ.. 아니 학우님?”$$전 솔은 깃털처럼 가볍게 허은역을 내려 놓으며 부드러운 미소를 짓습니다.$$“많이 무서우셨구나..다음부턴 좀 더 세게 잡고 있어요! 저 엄청 튼튼하거든요.”$$허은역의 머리를 살짝 쓰다듬고는 뒤돌아가는 전 솔의 등이 들썩들썩 합니다.$아무래도 웃음 참기 힘들긴 했죠..$그래도 당사자 앞에서 웃는건 예의가 아니니 좀 참아보자구요.$봐요, 이미 허은역 얼굴이 새빨갛잖아요.",pm4_10,-,0,null,-,-,0,0
2#PM4_5,허은역이 머리를 매만지며 얕게 중얼거립니다.$$“..완전 멋있어.”,pm4_11,-,0,null,-,-,0,0
3#PM4_1," “안녕!”$식당에서 당신의 앞자리가 빈 순간을 누군가가 놓치지 않고 차지합니다.$민트색 머리에 아담한 키, 유오수군요.",pm4_12,-,0,null,-,-,34,0
3#PM4_2,"“너한테 궁금한 게 있어.”$유오수가 눈을 반짝입니다.$”{name} 네가 학생회장 출신 설 원 선배의 신임을 받고 있고, 기사학부와 마법학부의 에이스인 전 솔과 아이작하고도 자주 어울린다는 얘기가 돌더라고.”",pm4_13,-,0,null,-,-,0,0
3#PM4_3,"“아, 스토킹 같은 걸 한 건 아니니 오해 마. 난 우리 시민의장국의 의장이신 어머니를 닮아서 마당발이거든. 여기저기서 주워들은거지.”$모르는 새에 당신 꽤나 유명인사가 됐군요? 뭐, 대단한 사람들하고 어울리는 것도 재주라면 재주죠.$“그래서 말인데, 나한테도 알려줄 수 있어? 그런 대단한 사람들하고 어울리는 비법 말이야.”$별 생각 없는 당신과 달리 유오수는 꽤나 진지해보입니다.",pm4_14&pm4_15&pm4_16,-,0,null,-,-,0,0
3#PM4_4,"“앗, 세 사람 다 미인계를 써야 하는 쪽이야?”$유오수는 손거울을 꺼내 얼굴 이곳저곳을 비춰보더니, 이내 만족한 듯 웃음을 지어보입니다.$당신은 유오수에게 자기객관화가 안 되는 편인 것 같다고 말하려다, 그냥 입을 다물고 있기로 합니다.$괜히 일을 키워서 좋을 게 뭐가 있겠어요. (정신력 +1)",pm4_17,정+1,0,null,-,-,0,0
3#PM4_5,유오수는 수첩을 꺼내더니 당신의 말을 받아적습니다.$“고마워. 조언 명심할게!”$유오수는 금세 떠납니다. 정말 원하는 것만 얻고 가는군요.$조언을 곧이곧대로 받아들이기 전에 눈치부터 키우면 좋을 텐데요. 본인을 두고 한 말이라는 걸 몰랐던 걸까요?  (UOS +1),pm4_17,-,0,null,-,-,0,0
3#PM4_6,“그러면 친구가 아니라 부하쯤 된다는 말이야?”$고심하는 표정의 유오수입니다.$“난 부림을 당하는 쪽보단 부리는 쪽이 되고 싶어서. 안타깝게도 그건 힘들겠네.”$유오수는 큰 도움이 되었다며 고맙다고 말합니다.$뭔가 의도와 상관없이 흘러간 느낌이 드는 건 기분탓일까요. 그나저나 이거 이상한 소문 도는 거 아니에요? (정신력 -1),pm4_17,정-1,0,null,-,-,0,0
1#PM5_1,"“이번 시험범위 말야, 너무 많은 거 같지 않아?”$$“그냥 중간고사를 봤으면 좋았을텐데. 솔직히 이걸 어떻게 다 봐.”$$하긴, 학생들이 불만을 가질만도 합니다.$웬만한 사전의 두 배 정도는 되는 책 전부가 시험범위니까요.$그래요, 당신이 베개로 쓰고 있는 그 책 말이에요.$5분 넘었는데, 이제 그만 일어나는게 어때요?",pm5_1&pm5_2,-,0,null,-,-,33,0
1#PM5_2,"(정신력 -1)본 대륙은 3개의 제국과 3개의 왕국, 4개의 공화국으로 이루어져 있으며 과거 내분과 독립 전쟁으로 인해⋅⋅⋅$$“난 암기과목은 쥐약이란 말이야.. 이 정도 양이면 오픈북 해줘야 돼 진짜”$$“이 교수님 연도 같은 거 교묘하게 바꿔놓는대.”$$“헐, 너무 양심 없는 거 아니야?”$$학생들의 불만섞인 목소리가 계속되자 앞줄에 조용히 앉아있던 정지흔이 한마디 내뱉습니다.$$“그렇게 하기 싫으면 그냥 안 하면 될텐데.”$$순식간에 싸해진 공기에 학생들이 눈치를 보며 침만 꼴깍 삼킵니다.$$“떠들 시간에 책 봤으면 벌써 저만큼은 봤을 거 같아서 말이야.”$$왠지 시선이 느껴진다 했더니 정지흔이 이쪽을 가리키고 있습니다.$당신은 서둘러 필기하는 척 아무 부분에나 밑줄을 긋습니다.$그런데 잉크가 다 번지는군요. 당신이 흘린 침으로 종이가 울퉁불퉁 불은 덕분에요.",pm5_3,정-1,0,null,-,-,0,0
1#PM5_3,"아무래도 이만한 양은 감당하기 힘들긴 하죠.$당신은 신랄한 혀놀림으로 교수님을 순살로 만들어버립니다.$계속되는 수다에 앞줄에 조용히 앉아있던 정지흔이 한마디 내뱉습니다.$$“시험 한 번으로 퉁치자던 게 누구들이더라.”$$순식간에 싸해진 공기에 학생들이 눈치를 보기 시작합니다.$$“아니 우리는 그냥..”$$“꾸준히 했으면 많은 양도 아니지. 안 할 거면 깔끔하게 포기하고 조용히 해. 방해되니까.”$$이야, 제대로 한 방 맞았네요.$팩트 폭행에 고통을 호소하거나 울며 뛰쳐나가는 이들도 몇 명 보입니다.$그런데 정지흔이 열심히 공부하는 타입이었던가요?$무언가를 집중해서 읽고 있긴 합니다. 책 제목이…",pm5_4,-,0,null,-,-,0,0
2#PM5_1,"매년 열리는 대륙 최대의 마도공학 박람회는 최신 기술을 앞세운 각종 첨단기기들을 선보이는 곳으로 유명합니다.$많은 바이어들이 이곳을 방문하고 그 자리에서 판매계약이 이루어지기 때문에, 제품 시연은 매우 중요한 과제라고 할 수 있죠.$대륙의 우수한 인재들이 모인 사이버 아카데미에서도 매년 마도공학 발명동아리가 대표로 제품을 출품하고 있습니다.$제품 시연은 사업에 능숙한 마케팅 동아리가 맡는다고 하더군요.",pm5_5,-,0,null,-,-,33,0
2#PM5_2,"마케팅 동아리의 일원은 아니지만, 당신은 어쩌다 보니 일일 아르바이트생으로 이곳에 와있습니다.$보수를 짭짤하게 준다는 공고를 봤는데 무시할 수 있어야 말이죠.$“예상보다 실적이 안 나오는 걸. 추가 인력까지 불러왔는데 이러면 무슨 소용이야.”$마케팅 동아리의 회장인 서해랑은 부스에 앉아 한숨을 푹푹 쉬고 있습니다.$눈을 마주치자 서해랑은 당신에게 미소를 지어 보이지만, 그 미소의 의미는…$대충 해석해보자면  ‘밥값 좀 해라 이 굼벵이야!’ 정도 되겠네요.$가만히 있으면 계속 눈칫밥을 먹일 테니 뭐라도 하는 게 좋겠군요.",pm5_6&pm5_7,-,0,null,-,-,0,0
2#PM5_3,"마도공학 제품에 있어 무엇보다 중요한 건 성능과 편의성이죠.$뛰어난 마력, 그리고 평소 마도공학 제품을 능숙히 사용해온 경험을 바탕으로 당신은 대학생이 만든 어설픈 발명품도 그럴듯해 보이게끔 포장하는 데에 성공합니다.$삽시간에 바이어들이 부스로 모여드는군요. 마케팅. 성공적.$“{name}, 이제 보니 너 사업에 재능이 있구나? 우리 동아리…아니 우리 중앙에 꼭 필요한 인재야. 후후.”$서해랑이 당신에게 음흉한 미소를 지어 보입니다. (정신력, 마력, 중앙 +1)",pm5_8,정+1&마+1&중+1,0,null,-,-,0,0
2#PM5_4," 당신은 박람회 이곳저곳에 흩어져 있는 바이어들을 직접 찾아가 제품을 홍보합니다.$몇몇에게는 퇴짜를 맞았지만, 다행히 몇몇은 제품에 관심을 보였고 판매계약 체결을 문의해왔습니다.$아마 이리 뛰고 저리 뛰는 당신이 불쌍하게 보였겠죠.$“별로 효과적인 판촉 전략은 아니었지만 그 근성 하나만큼은 인정해줄게.”$서해랑은 박람회장을 한 바퀴 돌고 오느라 지친 당신의 어깨를 토닥이며 말합니다.$고생이란 고생은 다 했지만 그만한 보람이 있어 다행이군요.",pm5_9,체-1&무+1,0,null,-,-,0,0
3#PM5_1,"여기도 없고, 저기도 없습니다.$이게 무슨 일이죠? 하루 아침에 기숙사가 텅 비었습니다. 다들 어디로 사라진 거죠?",pm5_10,-,0,null,-,-,34,0
3#PM5_2,“그건 너무 갔다.”$유오수의 목소리가 들립니다.$“다들 감사제 연휴를 맞아서 잠시 부모님을 뵈러 간 거야.”$그러고 보니 이맘때쯤 그런 기간이 있다고 신입생 OT 때 소개되었던 것 같군요.$그런데 유오수가 지금 학교에 남아있는 건 이상한 일이네요.$“우리끼리 셋플릭스 보면서 민트 초코 치킨이나 뜯을까? 집에 간 사람들은 안 됐네요~.”$유오수는 이상하리만큼 쾌활한 모습입니다. 뭐랄까…억지로 분위기를 끌어올리려는 것처럼 보인달까요.,pm5_11&pm5_12,-,0,null,-,-,0,0
3#PM5_3,"“...”$정곡을 찔린 듯 유오수의 표정이 순식간에 굳어버립니다.$“가족에게 고마움을 전하는 기간이라고는 하지만…”$유오수는 당신을 힐끗 쳐다보더니 이내 말을 이어갑니다.$“나한텐 가족 같은 거 있으나 마나야. 어머니는 의장 일로 바쁘셔서 일 년에 얼굴 한 번 볼까 말까이고, 아버지는...”$밝은 성격의 유오수이기에 다복한 가정에서 자란 줄 알았는데, 불행한 가족사를 숨기고 있었군요.$“다른 사람들한텐 비밀. {name}은 입이 무거워보이니깐 괜찮아.”$누군가에게 도움이 된다는 건 기쁜 일이죠.$당신은 밤이 깊도록 이어지는 유오수의 넋두리를 들어줍니다. (UOS +1)",pm5_13,-,0,null,-,-,0,0
3#PM5_4,"캐묻는 것보다 모르는 척 하는 게 나을 때도 있죠.$유오수의 어색하리만큼 명랑한 태도가 신경쓰이긴 했지만, 당신은 유오수의 장단에 맞춰주기로 합니다.$나름의 소극적인 배려랄까요. 유오수가 그걸 원했는진 모르겠지만요. (체력 +1, 정신력 -1)",pm5_14,체+1&정-1,0,null,-,-,0,0
1#PM6_1," 가끔 과제를 버리고 과방에서 술판을 벌이는 게 바로 아카데미 생활의 묘미 중 하나죠!  오늘은 다들 흥이 많이 올랐는지 소속 상관없이 모두들 들어와 신나게 마시고 있습니다.$$끼익-$$새로운 손님은 언제나 환영…$엇, 마법학부의 한나 카샤프군요.$도통 술자리에 끼는 모습을 본 적이 없는데, 한 번 쯤은 한나도 즐기고 싶지 않을까요?",pm6_1&pm6_2,-,0,null,-,-,33,0
1#PM6_2,"“무, 무슨 소리야! 책만 가지고 나갈거야!”$말은 싫다지만 먹음직스러운 안주거리를 보는 한나의 눈빛이 심상치 않습니다. 하긴, 이 시간까지 공부하고 있으면 배가 안고플 리가 없습니다.$$“으… 목마르니까 달콤한걸로 반잔만 주던가, 반잔만!”$$한나는 술잔을 받아들더니 그자리에서 벌컥벌컥 마시곤 그대로 주저앉습니다. 그렇게 독한 술은 아니였는데 말이죠…$$ 갑자기 한나가 고개를 들더니 외칩니다$“{name}~ ”",pm6_3,-,0,null,-,-,0,0
1#PM6_3,"이 친구 제대로 맛이 갔네요. 빨리 기숙사로 돌려보내야겠습니다. $“딸꾹 윽 어제 수업에, 딸꾹 프린트 빌려줘서 고마워 끅, 사실, 그때 없어서 너무 놀랐었거든 딸꾹.”$한나가 부드러운 목소리도 낼 줄 아는군요. 다른 사람들도 당신과 마찬가지인 눈치입니다.",pm6_4,-,0,null,-,-,0,0
1#PM6_4,"됐고 길이나 좀 터봐!”$말은 싫다지만 먹음직스러운 안주거리를 보는 한나의 눈빛이 심상치 않습니다. 하긴 이 시간까지 공부하고 있으면 배가 안고플 리가 없습니다.$$“으… 목마르니까 달콤한걸로 한모금만 주던가, 한모금만!”$$한나는 술잔을 받아들더니 그자리에서 벌컥벌컥 마시곤 그대로 주저앉습니다. 그렇게 독한 술은 아니였는데 말이죠…$$ 갑자기 한나가 고개를 들더니 외칩니다$“{name}~ ”",pm6_3,-,0,null,-,-,0,0
2#PM6_1,몽글몽글하게 피어오르는 구름..구름? 구름이 원래 이렇게 가까이에 떠있던가요?$게다가 조금 매캐한 냄새가 나는 것이..$$“...{name}?”$$나른하면서도 낮은 목소리. 정지흔이군요.$늘 가지고 다니는 지포라이터를 달칵거리며 하얀 연기를 내뿜고 있습니다.,pm6_5,-,0,null,-,-,33,0
2#PM6_2,"평소보다 왠지 슬퍼보이는 눈빛에 당신도 모르게 말이 나왔습니다.$정지흔이 유독 무르게 대하는 전 솔과 친하기 때문에 대답해줄거라는 생각이 들었는지도 모르겠군요.$$“...동생 기일이거든, 오늘이.”$$그러고보니 네 살 아래의 여동생이 있다고 들은 적이 있는 것 같네요.$그 동생이 전 솔을 닮았었다는 사실도요.$$“궁금하다는 표정이네.”$$정지흔은 냉소적으로 한마디 덧붙이고는 한층 더 깊게 연기를 내뿜습니다.$어떤 말을 해야 할지 몰라 망설이고 있는데 마침 당신의 옆으로 누군가 지나갑니다.",pm6_6&pm6_7,-,0,null,-,-,0,0
2#PM6_3,"평소 대화를 잘 나눠보진 않았지만 지금은 누구라도 상관없을 것 같군요.$당신이 애써 웃으며 인사를 건네자 정지흔과 이 언도 가벼운 고갯짓으로 인사를 나눕니다.$그리고 흐르는 정적.. 어째 아까보다 더 분위기가..$$“그럼, 이만 가볼게.”$$정지흔이 먼저 정적을 깨고 돌아갑니다. $그런데 그 뒷모습에 이 언이 눈을 떼지 못하는군요.$묘하게 어딘가 슬퍼보이기까지 합니다.$그래요, 정지흔이 전 솔을 보던 눈빛과 같은..$왜 그런 표정인지 물어봐도 알려줄 것 같진 않지만요.",pm6_8,-,0,null,-,-,0,0
2#PM6_4,"전 솔이라니, 마침 잘 됐군요.$당신은 반갑게 인사를 하며 눈빛으로 도움을 요청합니다.$전 솔을 보자 정지흔의 분위기가 약간 밝아진 것이 느껴집니다.$$“뭐야뭐야 나 빼고 뭐하고 있었어? 다음 수업 5분 남았어!”$$“그래, 들어가자.”$$와…홀린다는게 이런 걸까요? 정지흔의 입가에 옅은 미소가 띕니다.$아마 이런 표정을 짓게 할 사람은 전 솔 밖에 없을 거 같네요.",pm6_9,-,0,null,-,-,0,0
