StoryID,StoryText,StoryNext,StoryResult,StoryInterval,Sprite,AfterInterval,AcvUpdate,EndingTrigger
M11_14,"허프만을 찾아간 당신은 무도회 파트너로 같이 가주길 부탁하…려고 했으나, 상태가 굉장히 좋지 않아 보이는군요. 헝겊 인형처럼 축 늘어져 있어요.$$“솔이가…아이작이랑…말도 안 돼… 둘이 언제부터 친했다고…!”$$전 솔과 아이작이 파트너가 되었다는 소식을 벌써 들었나봅니다.$안됐지만, 당신도 서둘러 파트너를 구하긴 해야 하니 어서 본론을 꺼내자구요.$$“...그래. 알았어. 미안한데 지금은 혼자 있게 해줄래?”$$잠깐의 정적 끝에 수락하기는 했지만 우중충한 기색은 여전합니다. 그래도 허프만이라면 금방 괜찮아질 거라 믿어요.",m11_18,-,0,null,-,-,0
M11_15,"한나를 찾아간 당신은 조심스럽게 무도회 파트너로 같이 가주길 부탁합니다.$$“내가, 너랑?”$$당신을 위아래로 훑어보는 눈빛에 긴장됐지만 이내 수락한 한나 덕분에 마음이 한결 편안해집니다.$근데 왜 수락해줬을까요. 참 알다가도 모르겠네요.",m11_19,-,0,null,-,-,0
M11_16,유오수를 찾아간 당신은 조심스럽게 무도회 파트너로 같이 가주길 부탁합니다.$$“왜에? 왜 나랑 가고 싶은데? 응? 이유 한 다섯 가지만 말해봐!”$$어쩐지 조금 피곤해질 것 같지만 그래도 파트너는 구한 것 같아 마음이 한결 편안해집니다.,m11_20,-,0,null,-,-,0
M11_17,"이재희를 찾아간 당신은 조심스럽게 무도회 파트너로 같이 가주길 부탁합니다.$$“아, 곤란한데~ 나 찾는 사람 많은데~”$$너스레를 떨면서도 수락해준 이재희 덕분에 마음이 한결 편안해집니다.$사실 당신 말고는 아무도 찾지 않았던 게 아닐지…라고 할 뻔.",m11_21,-,0,null,-,-,0
M11_18,샤일록을 찾아간 당신은 조심스럽게 무도회 파트너로 같이 가주길 부탁합니다.$$“...{name} 네가 민회 부대표였던가?”$$무언가 열심히 계산하는 것 같던 샤일록은 이내 사람 좋은 미소를 띄며 수락합니다.$어딘가 찝찝한 기분이 들지만 그래도 파트너는 구한 것 같아 마음이 한결 편안해집니다.,m11_22,-,0,null,-,-,0
M11_19,"이제 무도회 짝도 정했고, 당신에게는 성공적인 무도회를 위한 준비밖에 남아있지 않습니다.$기숙사로 돌아와 한결 가벼운 마음으로 하루를 마무리하려고 하는데 누군가 방문을 두드리는 소리가 들립니다.$이 시간에 누가 당신을 찾아온 걸까요?",m11_23&m11_24&m11_25,-,0,null,-,-,0
M11_20,“너무 늦은 시간에 찾아왔나?”$$전 솔이군요.$내일 무도회 때 입을 복장인지 깔끔한 붉은색 드레스를 입고 있는 전 솔이 보입니다.,m11_26,-,0,48,-,-,0
M11_21,"“아, 별 건 아니고… 내일 아이작이랑 무도회에 가는데, 한 제국의 황녀로서 비교당하지 않으려고… 음, 어때?”$$전 솔이 어색하게 웃으며 그 자리에서 빙글 돌아봅니다.",m11_27&m11_28,-,0,null,-,-,0
M11_22,"""그래? 사실 옷 구하는 데 꽤 골치가 아팠었거든! 이쁘다니 다행이다. 고마워. 그럼 가볼게!""$$전 솔이 한결 가벼워진 표정으로 떠납니다.",m11_30,-,0,null,-,-,0
M11_23,"""그게 뭐야… 많이 이상해?""",m11_29,-,0,null,-,-,0
M11_24,"“놀랐잖아! 많이 신경쓴 거란 말이야. 아, 그러니까 아이작 때문은 아니고 고려제국이 연세제국에 뒤처지면 안되니까… 흠흠. 아무튼 고마워. 그럼 가볼게!”$$전 솔이 한결 가벼워진 표정으로 떠납니다.",m11_30,-,0,null,-,-,0
M11_25,“혹시 실례가 되었나?”$$아이작이군요.$내일 무도회 때 입을 복장인지 깔끔한 파란색 정장을 입고 있는 아이작이 보입니다.,m11_31,-,0,47,-,-,0
M11_26,"“큰 문제는 아니지만.. 너도 알고 있다시피 내일 전 솔과 무도회에 가는데 예의에 걸맞는 복장을 차려입어야 한다고 생각했다… 음, 어떻지?”$$아이작이 보기 드물게 쭈뼛거리며 그 자리에서 어정쩡 돌아봅니다.",m11_32&m11_33,-,0,null,-,-,0
M11_27,"""아, 그런가? 다행이군. 옷을 구하느라 꽤 고생했다.""$$옷에 신경쓰는 타입은 아니었던 거 같은데 의외의 모습이네요.$$""아무튼 고맙군. 그럼 다음에 보는 걸로 하지.""$$아이작이 한결 가벼워진 표정으로 떠납니다.",m11_35,-,0,null,-,-,0
M11_28,“….음.”,m11_34,-,0,null,-,-,0
M11_29,"""...놀랐다. 잘 어울린다니 다행이군. 물론 신경 쓰는 건… 전 솔 때문만은 아니다. 연세국의 위상도 있고 말이지.""$$옷에 신경쓰는 타입은 아니었던 거 같은데 의외의 모습이네요.$$""아무튼 고맙군. 그럼 다음에 보는 걸로 하지.""$$아이작이 한결 가벼워진 표정으로 떠납니다.",m11_35,-,0,null,-,-,0
M11_30,문을 열고 밖을 내다봤지만 아무도 없습니다.$어쩐지 으스스한 기분이 들어 당신은 서둘러 잠을 청합니다.,m11_35,-,0,null,-,-,0
M11_31,"이제 무도회 짝도 정했고, 당신에게는 성공적인 무도회를 위한 준비밖에 남아있지 않습니다.$기숙사로 돌아와 한결 가벼운 마음으로 하루를 마무리하려고 하는데 누군가 방문을 두드리는 소리가 들립니다.$이 시간에 누가 당신을 찾아온 걸까요?",m11_36&m11_37&m11_38,-,0,null,-,-,0
M11_32,“너무 늦은 시간에 찾아왔나?”$$전 솔이군요.$내일 무도회 때 입을 복장인지 깔끔한 붉은색 드레스를 입고 있는 전 솔이 보입니다.,m11_39,-,0,48,-,-,0
M11_33,"“아, 별 건 아니고… 내일 아이작이랑 무도회에 가는데, 한 제국의 황녀로서 비교당하지 않으려고… 음, 어때?”$$전 솔이 어색하게 웃으며 그 자리에서 빙글 돌아봅니다.",m11_40&m11_41,-,0,null,-,-,0
M11_34,"""그래? 사실 옷 구하는 데 꽤 골치가 아팠었거든! 이쁘다니 다행이다. 고마워. 그럼 가볼게!""$$전 솔이 한결 가벼워진 표정으로 떠납니다.",m11_43,-,0,null,-,-,0
M11_35,"""그게 뭐야… 많이 이상해?""",m11_42,-,0,null,-,-,0
M11_36,"“놀랐잖아! 많이 신경쓴 거란 말이야. 아, 그러니까 아이작 때문은 아니고 고려제국이 연세제국에 뒤처지면 안되니까… 흠흠. 아무튼 고마워. 그럼 가볼게!”$$전 솔이 한결 가벼워진 표정으로 떠납니다.",m11_43,-,0,null,-,-,0
M11_37,“혹시 실례가 되었나?”$$아이작이군요.$내일 무도회 때 입을 복장인지 깔끔한 파란색 정장을 입고 있는 아이작이 보입니다.,m11_44,-,0,47,-,-,0
M11_38,"“큰 문제는 아니지만.. 너도 알고 있다시피 내일 전 솔과 무도회에 가는데 예의에 걸맞는 복장을 차려입어야 한다고 생각했다… 음, 어떻지?”$$아이작이 보기 드물게 쭈뼛거리며 그 자리에서 어정쩡 돌아봅니다.",m11_45&m11_46,-,0,null,-,-,0
M11_39,"""아, 그런가? 다행이군. 옷을 구하느라 꽤 고생했다.""$$옷에 신경쓰는 타입은 아니었던 거 같은데 의외의 모습이네요.$$""아무튼 고맙군. 그럼 다음에 보는 걸로 하지.""$$아이작이 한결 가벼워진 표정으로 떠납니다.",m11_48,-,0,null,-,-,0
M11_40,“….음.”,m11_47,-,0,null,-,-,0
M11_41,"""...놀랐다. 잘 어울린다니 다행이군. 물론 신경 쓰는 건… 전 솔 때문만은 아니다. 연세국의 위상도 있고 말이지.""$$옷에 신경쓰는 타입은 아니었던 거 같은데 의외의 모습이네요.$$""아무튼 고맙군. 그럼 다음에 보는 걸로 하지.""$$아이작이 한결 가벼워진 표정으로 떠납니다.",m11_48,-,0,null,-,-,0
M11_42,문을 열고 밖을 내다봤지만 아무도 없습니다.$어쩐지 으스스한 기분이 들어 당신은 서둘러 잠을 청합니다.,m11_48,-,0,null,-,-,0
M11_43,"이제 무도회 짝도 정했고, 당신에게는 성공적인 무도회를 위한 준비밖에 남아있지 않습니다.$기숙사로 돌아와 한결 가벼운 마음으로 하루를 마무리하려고 하는데 누군가 방문을 두드리는 소리가 들립니다.$이 시간에 누가 당신을 찾아온 걸까요?",m11_49&m11_50&m11_51,-,0,null,-,-,0
M11_44,“너무 늦은 시간에 찾아왔나?”$$전 솔이군요.$내일 무도회 때 입을 복장인지 깔끔한 붉은색 드레스를 입고 있는 전 솔이 보입니다.,m11_52,-,0,48,-,-,0
M11_45,"“아, 별 건 아니고… 내일 아이작이랑 무도회에 가는데, 한 제국의 황녀로서 비교당하지 않으려고… 음, 어때?”$$전 솔이 어색하게 웃으며 그 자리에서 빙글 돌아봅니다.",m11_53&m11_54,-,0,null,-,-,0
M11_46,"""그래? 사실 옷 구하는 데 꽤 골치가 아팠었거든! 이쁘다니 다행이다. 고마워. 그럼 가볼게!""$$전 솔이 한결 가벼워진 표정으로 떠납니다.",m11_56,-,0,null,-,-,0
M11_47,"""그게 뭐야… 많이 이상해?""",m11_55,-,0,null,-,-,0
M11_48,"“놀랐잖아! 많이 신경쓴 거란 말이야. 아, 그러니까 아이작 때문은 아니고 고려제국이 연세제국에 뒤처지면 안되니까… 흠흠. 아무튼 고마워. 그럼 가볼게!”$$전 솔이 한결 가벼워진 표정으로 떠납니다.",m11_56,-,0,null,-,-,0
M11_49,“혹시 실례가 되었나?”$$아이작이군요.$내일 무도회 때 입을 복장인지 깔끔한 파란색 정장을 입고 있는 아이작이 보입니다.,m11_57,-,0,47,-,-,0
M11_50,"“큰 문제는 아니지만.. 너도 알고 있다시피 내일 전 솔과 무도회에 가는데 예의에 걸맞는 복장을 차려입어야 한다고 생각했다… 음, 어떻지?”$$아이작이 보기 드물게 쭈뼛거리며 그 자리에서 어정쩡 돌아봅니다.",m11_58&m11_59,-,0,null,-,-,0
M11_51,"""아, 그런가? 다행이군. 옷을 구하느라 꽤 고생했다.""$$옷에 신경쓰는 타입은 아니었던 거 같은데 의외의 모습이네요.$$""아무튼 고맙군. 그럼 다음에 보는 걸로 하지.""$$아이작이 한결 가벼워진 표정으로 떠납니다.",m11_61,-,0,null,-,-,0
M11_52,“….음.”,m11_60,-,0,null,-,-,0
M11_53,"""...놀랐다. 잘 어울린다니 다행이군. 물론 신경 쓰는 건… 전 솔 때문만은 아니다. 연세국의 위상도 있고 말이지.""$$옷에 신경쓰는 타입은 아니었던 거 같은데 의외의 모습이네요.$$""아무튼 고맙군. 그럼 다음에 보는 걸로 하지.""$$아이작이 한결 가벼워진 표정으로 떠납니다.",m11_61,-,0,null,-,-,0
M11_54,문을 열고 밖을 내다봤지만 아무도 없습니다.$어쩐지 으스스한 기분이 들어 당신은 서둘러 잠을 청합니다.,m11_61,-,0,null,-,-,0
M11_55,"이제 무도회 짝도 정했고, 당신에게는 성공적인 무도회를 위한 준비밖에 남아있지 않습니다.$기숙사로 돌아와 한결 가벼운 마음으로 하루를 마무리하려고 하는데 누군가 방문을 두드리는 소리가 들립니다.$이 시간에 누가 당신을 찾아온 걸까요?",m11_62&m11_63&m11_64,-,0,null,-,-,0
M11_56,“너무 늦은 시간에 찾아왔나?”$$전 솔이군요.$내일 무도회 때 입을 복장인지 깔끔한 붉은색 드레스를 입고 있는 전 솔이 보입니다.,m11_65,-,0,48,-,-,0
M11_57,"“아, 별 건 아니고… 내일 아이작이랑 무도회에 가는데, 한 제국의 황녀로서 비교당하지 않으려고… 음, 어때?”$$전 솔이 어색하게 웃으며 그 자리에서 빙글 돌아봅니다.",m11_66&m11_67,-,0,null,-,-,0
M11_58,"""그래? 사실 옷 구하는 데 꽤 골치가 아팠었거든! 이쁘다니 다행이다. 고마워. 그럼 가볼게!""$$전 솔이 한결 가벼워진 표정으로 떠납니다.",m11_69,-,0,null,-,-,0
M11_59,"""그게 뭐야… 많이 이상해?""",m11_68,-,0,null,-,-,0
M11_60,"“놀랐잖아! 많이 신경쓴 거란 말이야. 아, 그러니까 아이작 때문은 아니고 고려제국이 연세제국에 뒤처지면 안되니까… 흠흠. 아무튼 고마워. 그럼 가볼게!”$$전 솔이 한결 가벼워진 표정으로 떠납니다.",m11_69,-,0,null,-,-,0
M11_61,“혹시 실례가 되었나?”$$아이작이군요.$내일 무도회 때 입을 복장인지 깔끔한 파란색 정장을 입고 있는 아이작이 보입니다.,m11_70,-,0,47,-,-,0
M11_62,"“큰 문제는 아니지만.. 너도 알고 있다시피 내일 전 솔과 무도회에 가는데 예의에 걸맞는 복장을 차려입어야 한다고 생각했다… 음, 어떻지?”$$아이작이 보기 드물게 쭈뼛거리며 그 자리에서 어정쩡 돌아봅니다.",m11_71&m11_72,-,0,null,-,-,0
M11_63,"""아, 그런가? 다행이군. 옷을 구하느라 꽤 고생했다.""$$옷에 신경쓰는 타입은 아니었던 거 같은데 의외의 모습이네요.$$""아무튼 고맙군. 그럼 다음에 보는 걸로 하지.""$$아이작이 한결 가벼워진 표정으로 떠납니다.",m11_74,-,0,null,-,-,0
M11_64,“….음.”,m11_73,-,0,null,-,-,0
M11_65,"""...놀랐다. 잘 어울린다니 다행이군. 물론 신경 쓰는 건… 전 솔 때문만은 아니다. 연세국의 위상도 있고 말이지.""$$옷에 신경쓰는 타입은 아니었던 거 같은데 의외의 모습이네요.$$""아무튼 고맙군. 그럼 다음에 보는 걸로 하지.""$$아이작이 한결 가벼워진 표정으로 떠납니다.",m11_74,-,0,null,-,-,0
M11_66,문을 열고 밖을 내다봤지만 아무도 없습니다.$어쩐지 으스스한 기분이 들어 당신은 서둘러 잠을 청합니다.,m11_74,-,0,null,-,-,0
M11_67,"이제 무도회 짝도 정했고, 당신에게는 성공적인 무도회를 위한 준비밖에 남아있지 않습니다.$기숙사로 돌아와 한결 가벼운 마음으로 하루를 마무리하려고 하는데 누군가 방문을 두드리는 소리가 들립니다.$이 시간에 누가 당신을 찾아온 걸까요?",m11_75&m11_76&m11_77,-,0,null,-,-,0
M11_68,“너무 늦은 시간에 찾아왔나?”$$전 솔이군요.$내일 무도회 때 입을 복장인지 깔끔한 붉은색 드레스를 입고 있는 전 솔이 보입니다.,m11_78,-,0,48,-,-,0
M11_69,"“아, 별 건 아니고… 내일 아이작이랑 무도회에 가는데, 한 제국의 황녀로서 비교당하지 않으려고… 음, 어때?”$$전 솔이 어색하게 웃으며 그 자리에서 빙글 돌아봅니다.",m11_79&m11_80,-,0,null,-,-,0
M11_70,"""그래? 사실 옷 구하는 데 꽤 골치가 아팠었거든! 이쁘다니 다행이다. 고마워. 그럼 가볼게!""$$전 솔이 한결 가벼워진 표정으로 떠납니다.",m11_82,-,0,null,-,-,0
M11_71,"""그게 뭐야… 많이 이상해?""",m11_81,-,0,null,-,-,0
M11_72,"“놀랐잖아! 많이 신경쓴 거란 말이야. 아, 그러니까 아이작 때문은 아니고 고려제국이 연세제국에 뒤처지면 안되니까… 흠흠. 아무튼 고마워. 그럼 가볼게!”$$전 솔이 한결 가벼워진 표정으로 떠납니다.",m11_82,-,0,null,-,-,0
M11_73,“혹시 실례가 되었나?”$$아이작이군요.$내일 무도회 때 입을 복장인지 깔끔한 파란색 정장을 입고 있는 아이작이 보입니다.,m11_83,-,0,47,-,-,0
M11_74,"“큰 문제는 아니지만.. 너도 알고 있다시피 내일 전 솔과 무도회에 가는데 예의에 걸맞는 복장을 차려입어야 한다고 생각했다… 음, 어떻지?”$$아이작이 보기 드물게 쭈뼛거리며 그 자리에서 어정쩡 돌아봅니다.",m11_84&m11_85,-,0,null,-,-,0
M11_75,"""아, 그런가? 다행이군. 옷을 구하느라 꽤 고생했다.""$$옷에 신경쓰는 타입은 아니었던 거 같은데 의외의 모습이네요.$$""아무튼 고맙군. 그럼 다음에 보는 걸로 하지.""$$아이작이 한결 가벼워진 표정으로 떠납니다.",m11_87,-,0,null,-,-,0
M11_76,“….음.”,m11_86,-,0,null,-,-,0
M11_77,"""...놀랐다. 잘 어울린다니 다행이군. 물론 신경 쓰는 건… 전 솔 때문만은 아니다. 연세국의 위상도 있고 말이지.""$$옷에 신경쓰는 타입은 아니었던 거 같은데 의외의 모습이네요.$$""아무튼 고맙군. 그럼 다음에 보는 걸로 하지.""$$아이작이 한결 가벼워진 표정으로 떠납니다.",m11_87,-,0,null,-,-,0
M11_78,문을 열고 밖을 내다봤지만 아무도 없습니다.$어쩐지 으스스한 기분이 들어 당신은 서둘러 잠을 청합니다.,m11_87,-,0,null,-,-,0
M11_79,"다음날 밤, 당신과 허프만은 무도회장으로 들어섭니다.$화려하고도 고급진 장식들이 눈에 띄는군요. 곳곳에 낯익은 얼굴들이 보입니다.",m11_88&m11_89&m11_90&m11_91,-,0,49,-,-,0
M11_80,웬일인지 제대로 차려입은 한나가 대충 손을 흔듭니다.$어쩐지 기분이 나빠보이는군요.,m11_92,-,0,null,-,-,0
M11_81,“앞에 독고윤정 교수님 보이지? 네가 내 옆에 있으면 눈에 띄니까 저리 가줘. 악! 눈 마주쳤잖아!!”$$이쪽으로 걸음을 옮기는 교수님을 본 한나가 급히 자리를 피합니다.$멋쩍어진 당신도 자리를 뜹니다.,m11_93,-,0,null,-,-,0
M11_82,당신을 발견한 유오수는 폴짝 뛰며 격렬하게 손을 흔듭니다.$$“빨리 이리 와봐. 이거 너무 귀엽지?! 이 토끼 귀 좀 봐!”$$그녀가 토끼 모양의 컵케이크를 내밉니다.$마침 배가 고팠던 당신은 컵케이크를 한 입에 집어넣습니다.$$“....지금 뭐하는거야?”,m11_94,-,0,null,-,-,0
M11_83,"“몰라서 묻는 거야? 보라고 준 건데, 그걸 먹어버리면 어떡해! 그게 제일 귀여운 케이크였단 말이야… 하, 됐어.”$$갑자기 달라진 유오수의 반응에 당황한 당신은 서둘러 자리를 뜹니다.",m11_95,-,0,null,-,-,0
M11_84,깔끔하게 차려입은 이재희가 한 쪽 벽에 비스듬히 기대어 서있습니다. 당신을 발견하고는 들고 있던 와인잔을 슬쩍 앞으로 내밀며 까딱거립니다.$$“마시고 싶은데 건배해줄 사람이 없어서 기다렸잖아.”,m11_96,-,0,null,-,-,0
M11_85,"“그건 그렇고, 오늘 누구랑 왔길래 나한텐 같이 가자고 안했을까? 당연히 나보다 잘난 사람이겠지? 응?”$$아 이거 잘못 걸렸군요.$이럴 땐 자리를 피하는 게 상책이죠. 튀어요!",m11_97,-,0,null,-,-,0
M11_86,“졸업하면 우리 상단으로 오는 게 어때. 네 역량을 마음껏 펼치는 데 부족함은 없을 거야. 물론 그에 맞는 충분한 대우도 해줄 거고. 그리고 일단 우리 상단은…”$$누군가를 붙잡고 열변을 토하고 있는 샤일록이 보입니다. 상대방이 당신을 발견하고는 간절한 구원의 눈빛을 보내는군요.,m11_98,-,0,null,-,-,0
M11_87,구원의 눈빛이 순식간에 절망으로 바뀌었습니다. 안타깝지만 대신 희생양이 될 수는 없으니까요.$당신은 건투를 빌며 자리를 뜹니다.,m11_99,-,0,null,-,-,0
M11_88,"다음날 밤, 당신과 한나는 무도회장으로 들어섭니다.$화려하고도 고급진 장식들이 눈에 띄는군요. 곳곳에 낯익은 얼굴들이 보입니다.",m11_100&m11_101&m11_102&m11_103,-,0,49,-,-,0
M11_89,말을 걸자 극적인 동작으로 돌아보는데 웬걸. 무도회라고 평소보다 신경썼는지 반짝반짝 빛이 납니다.$꾸미는 것에 그렇게 관심이 많더니 확실히 안목이 남다르긴 하네요.,m11_104,-,0,null,-,-,0
M11_90,"“나보고 하는 말이야? 보는 눈이 좋네!”$$당신의 감탄을 허프만은 부끄러워하는 기색 없이 당연하다는 듯 받아냅니다.$그런 모습에 웃으며 말을 건네려던 순간, 허프만은 곧장 몸을 돌려 전 솔에게 걸어갑니다.$어휴. 칭찬을 괜히 해줬나봐요.",m11_105,-,0,null,-,-,0
M11_91,당신을 발견한 유오수는 폴짝 뛰며 격렬하게 손을 흔듭니다.$$“빨리 이리 와봐. 이거 너무 귀엽지?! 이 토끼 귀 좀 봐!”$$그녀가 토끼 모양의 컵케이크를 내밉니다.$마침 배가 고팠던 당신은 컵케이크를 한 입에 집어넣습니다.$$“....지금 뭐하는거야?”,m11_106,-,0,null,-,-,0
M11_92,"“몰라서 묻는 거야? 보라고 준 건데, 그걸 먹어버리면 어떡해! 그게 제일 귀여운 케이크였단 말이야… 하, 됐어.”$$갑자기 달라진 유오수의 반응에 당황한 당신은 서둘러 자리를 뜹니다.",m11_107,-,0,null,-,-,0
M11_93,깔끔하게 차려입은 이재희가 한 쪽 벽에 비스듬히 기대어 서있습니다. 당신을 발견하고는 들고 있던 와인잔을 슬쩍 앞으로 내밀며 까딱거립니다.$$“마시고 싶은데 건배해줄 사람이 없어서 기다렸잖아.”,m11_108,-,0,null,-,-,0
M11_94,"“그건 그렇고, 오늘 누구랑 왔길래 나한텐 같이 가자고 안했을까? 당연히 나보다 잘난 사람이겠지? 응?”$$아 이거 잘못 걸렸군요.$이럴 땐 자리를 피하는 게 상책이죠. 튀어요!",m11_109,-,0,null,-,-,0
M11_95,“졸업하면 우리 상단으로 오는 게 어때. 네 역량을 마음껏 펼치는 데 부족함은 없을 거야. 물론 그에 맞는 충분한 대우도 해줄 거고. 그리고 일단 우리 상단은…”$$누군가를 붙잡고 열변을 토하고 있는 샤일록이 보입니다. 상대방이 당신을 발견하고는 간절한 구원의 눈빛을 보내는군요.,m11_110,-,0,null,-,-,0
M11_96,구원의 눈빛이 순식간에 절망으로 바뀌었습니다. 안타깝지만 대신 희생양이 될 수는 없으니까요.$당신은 건투를 빌며 자리를 뜹니다.,m11_111,-,0,null,-,-,0
M11_97,"다음날 밤, 당신과 유오수는 무도회장으로 들어섭니다.$화려하고도 고급진 장식들이 눈에 띄는군요. 곳곳에 낯익은 얼굴들이 보입니다.",m11_112&m11_113&m11_114&m11_115,-,0,49,-,-,0
M11_98,말을 걸자 극적인 동작으로 돌아보는데 웬걸. 무도회라고 평소보다 신경썼는지 반짝반짝 빛이 납니다.$꾸미는 것에 그렇게 관심이 많더니 확실히 안목이 남다르긴 하네요.,m11_116,-,0,null,-,-,0
M11_99,"“나보고 하는 말이야? 보는 눈이 좋네!”$$당신의 감탄을 허프만은 부끄러워하는 기색 없이 당연하다는 듯 받아냅니다.$그런 모습에 웃으며 말을 건네려던 순간, 허프만은 곧장 몸을 돌려 전 솔에게 걸어갑니다.$어휴. 칭찬을 괜히 해줬나봐요.",m11_117,-,0,null,-,-,0
M11_100,웬일인지 제대로 차려입은 한나가 대충 손을 흔듭니다.$어쩐지 기분이 나빠보이는군요.,m11_118,-,0,null,-,-,0
M11_101,“앞에 독고윤정 교수님 보이지? 네가 내 옆에 있으면 눈에 띄니까 저리 가줘. 악! 눈 마주쳤잖아!!”$$이쪽으로 걸음을 옮기는 교수님을 본 한나가 급히 자리를 피합니다.$멋쩍어진 당신도 자리를 뜹니다.,m11_119,-,0,null,-,-,0
M11_102,깔끔하게 차려입은 이재희가 한 쪽 벽에 비스듬히 기대어 서있습니다. 당신을 발견하고는 들고 있던 와인잔을 슬쩍 앞으로 내밀며 까딱거립니다.$$“마시고 싶은데 건배해줄 사람이 없어서 기다렸잖아.”,m11_120,-,0,null,-,-,0
M11_103,"“그건 그렇고, 오늘 누구랑 왔길래 나한텐 같이 가자고 안했을까? 당연히 나보다 잘난 사람이겠지? 응?”$$아 이거 잘못 걸렸군요.$이럴 땐 자리를 피하는 게 상책이죠. 튀어요!",m11_121,-,0,null,-,-,0
M11_104,“졸업하면 우리 상단으로 오는 게 어때. 네 역량을 마음껏 펼치는 데 부족함은 없을 거야. 물론 그에 맞는 충분한 대우도 해줄 거고. 그리고 일단 우리 상단은…”$$누군가를 붙잡고 열변을 토하고 있는 샤일록이 보입니다. 상대방이 당신을 발견하고는 간절한 구원의 눈빛을 보내는군요.,m11_122,-,0,null,-,-,0
M11_105,구원의 눈빛이 순식간에 절망으로 바뀌었습니다. 안타깝지만 대신 희생양이 될 수는 없으니까요.$당신은 건투를 빌며 자리를 뜹니다.,m11_123,-,0,null,-,-,0
M11_106,"다음날 밤, 당신과 이재희는 무도회장으로 들어섭니다.$화려하고도 고급진 장식들이 눈에 띄는군요. 곳곳에 낯익은 얼굴들이 보입니다.",m11_124&m11_125&m11_126&m11_127,-,0,49,-,-,0
M11_107,말을 걸자 극적인 동작으로 돌아보는데 웬걸. 무도회라고 평소보다 신경썼는지 반짝반짝 빛이 납니다.$꾸미는 것에 그렇게 관심이 많더니 확실히 안목이 남다르긴 하네요.,m11_128,-,0,null,-,-,0
M11_108,"“나보고 하는 말이야? 보는 눈이 좋네!”$$당신의 감탄을 허프만은 부끄러워하는 기색 없이 당연하다는 듯 받아냅니다.$그런 모습에 웃으며 말을 건네려던 순간, 허프만은 곧장 몸을 돌려 전 솔에게 걸어갑니다.$어휴. 칭찬을 괜히 해줬나봐요.",m11_129,-,0,null,-,-,0
M11_109,웬일인지 제대로 차려입은 한나가 대충 손을 흔듭니다.$어쩐지 기분이 나빠보이는군요.,m11_130,-,0,null,-,-,0
M11_110,“앞에 독고윤정 교수님 보이지? 네가 내 옆에 있으면 눈에 띄니까 저리 가줘. 악! 눈 마주쳤잖아!!”$$이쪽으로 걸음을 옮기는 교수님을 본 한나가 급히 자리를 피합니다.$멋쩍어진 당신도 자리를 뜹니다.,m11_131,-,0,null,-,-,0
M11_111,당신을 발견한 유오수는 폴짝 뛰며 격렬하게 손을 흔듭니다.$$“빨리 이리 와봐. 이거 너무 귀엽지?! 이 토끼 귀 좀 봐!”$$그녀가 토끼 모양의 컵케이크를 내밉니다.$마침 배가 고팠던 당신은 컵케이크를 한 입에 집어넣습니다.$$“....지금 뭐하는거야?”,m11_132,-,0,null,-,-,0
M11_112,"“몰라서 묻는 거야? 보라고 준 건데, 그걸 먹어버리면 어떡해! 그게 제일 귀여운 케이크였단 말이야… 하, 됐어.”$$갑자기 달라진 유오수의 반응에 당황한 당신은 서둘러 자리를 뜹니다.",m11_133,-,0,null,-,-,0
M11_113,“졸업하면 우리 상단으로 오는 게 어때. 네 역량을 마음껏 펼치는 데 부족함은 없을 거야. 물론 그에 맞는 충분한 대우도 해줄 거고. 그리고 일단 우리 상단은…”$$누군가를 붙잡고 열변을 토하고 있는 샤일록이 보입니다. 상대방이 당신을 발견하고는 간절한 구원의 눈빛을 보내는군요.,m11_134,-,0,null,-,-,0
M11_114,구원의 눈빛이 순식간에 절망으로 바뀌었습니다. 안타깝지만 대신 희생양이 될 수는 없으니까요.$당신은 건투를 빌며 자리를 뜹니다.,m11_135,-,0,null,-,-,0
M11_115,"다음날 밤, 당신과 샤일록은 무도회장으로 들어섭니다.$화려하고도 고급진 장식들이 눈에 띄는군요. 곳곳에 낯익은 얼굴들이 보입니다.",m11_136&m11_137&m11_138&m11_139,-,0,49,-,-,0
M11_116,말을 걸자 극적인 동작으로 돌아보는데 웬걸. 무도회라고 평소보다 신경썼는지 반짝반짝 빛이 납니다.$꾸미는 것에 그렇게 관심이 많더니 확실히 안목이 남다르긴 하네요.,m11_140,-,0,null,-,-,0
M11_117,"“나보고 하는 말이야? 보는 눈이 좋네!”$$당신의 감탄을 허프만은 부끄러워하는 기색 없이 당연하다는 듯 받아냅니다.$그런 모습에 웃으며 말을 건네려던 순간, 허프만은 곧장 몸을 돌려 전 솔에게 걸어갑니다.$어휴. 칭찬을 괜히 해줬나봐요.",m11_141,-,0,null,-,-,0
M11_118,웬일인지 제대로 차려입은 한나가 대충 손을 흔듭니다.$어쩐지 기분이 나빠보이는군요.,m11_142,-,0,null,-,-,0
M11_119,“앞에 독고윤정 교수님 보이지? 네가 내 옆에 있으면 눈에 띄니까 저리 가줘. 악! 눈 마주쳤잖아!!”$$이쪽으로 걸음을 옮기는 교수님을 본 한나가 급히 자리를 피합니다.$멋쩍어진 당신도 자리를 뜹니다.,m11_143,-,0,null,-,-,0
